"","word1","word2","n"
"2282","prominent","american",1
"2283","promises","democratic",1
"2284","promote","national",1
"2285","properly","con",1
"2286","property","custodian",1
"2287","proportion","involved",1
"2288","propriations","committees",1
"2289","proprietors","professional",1
"2290","prospective","federal",1
"2291","prospective","presidential",1
"2292","protected","life",1
"2293","protestant","ministers",1
"2294","proved","record",1
"2295","provide","control",1
"2296","provide","effective",1
"2297","provide","healthinsurance",1
"2298","provide","medical",1
"2299","provide","relief",1
"2300","provided","due",1
"2301","provided","equitably",1
"2302","public","acceptance",1
"2303","public","appearance",1
"2304","public","concern",1
"2305","public","denied",1
"2306","public","funds",1
"2307","public","indignation",1
"2308","public","money",1
"2309","public","morale",1
"2310","public","office",1
"2311","public","opposition",1
"2312","public","responsibility",1
"2313","public","services",1
"2314","public","suspicion",1
"2315","public","tastes",1
"2316","public","utility",1
"2317","publish","confusing",1
"2318","publish","essentially",1
"2319","purely","advisory",1
"2320","purely","political",1
"2321","purses","notable",1
"2322","pursued","subversion",1
"2323","putative","presiden",1
"2324","qualified","american",1
"2325","qualified","voters",1
"2326","qualified","widely",1
"2327","quarterly","subsequently",1
"2328","question","rises",1
"2329","questions","arise",1
"2330","questions","selected",1
"2331","quickly","forget",1
"2332","quoted","chairman",1
"2333","radical","elements",1
"2334","radical","farmers",1
"2335","radical","proposal",1
"2336","radio","corporation",1
"2337","radio","program",1
"2338","radio","sues",1
"2339","ran","olson",1
"2340","range","gains",1
"2341","rare","capacity",1
"2342","rate","considerably",1
"2343","rates","yield",1
"2344","rational","climate",1
"2345","rational","meaning",1
"2346","rational","reason",1
"2347","reactionary","money",1
"2348","read","due",1
"2349","read","laboriously",1
"2350","reading","aloud",1
"2351","real","color",1
"2352","real","test",1
"2353","real","victims",1
"2354","real","war",1
"2355","realists","paid",1
"2356","receipt","disbursement",1
"2357","receive","payments",1
"2358","received","dewey’s",1
"2359","recent","afl",1
"2360","recent","campaign",1
"2361","recent","radio",1
"2362","recent","senatorial",1
"2363","recent","session",1
"2364","reckless","irresponsible",1
"2365","recognize","red",1
"2366","recognizing","red",1
"2367","record","changer",1
"2368","record","votes",1
"2369","recordings","capehart",1
"2370","recruiting","candidates",1
"2371","recruiting","party",1
"2372","rect","methods",1
"2373","redistributing","wealth",1
"2374","reduced","yearly",1
"2375","reduction","extending",1
"2376","reduction","plan",1
"2377","reelect","albert",1
"2378","reelected","fish",1
"2379","reflectively","pollsum",1
"2380","reform","workers",1
"2381","reformers","keynes",1
"2382","reforming","people",1
"2383","refusing","recognition",1
"2384","regaining","control",1
"2385","regard","as_",1
"2386","regarded","aj",1
"2387","regional","conferences",1
"2388","regional","conservative",1
"2389","regisof","tered",1
"2390","register","thereon",1
"2391","registered","determinism’s",1
"2392","registered","henry",1
"2393","registered","ike’s",1
"2394","registered","patent",1
"2395","regular","army",1
"2396","rejected","justice",1
"2397","relative","standing",1
"2398","relative","strangers",1
"2399","relief","repealing",1
"2400","reluctance","leo",1
"2401","remain","requiring",1
"2402","remaining","tenet",1
"2403","remains","moley",1
"2404","reoublican","candidates",1
"2405","rep","isolationist",1
"2406","rep","joseph",1
"2407","report","widely",1
"2408","reporter","arthur",1
"2409","reporter","der",1
"2410","representain","congress",1
"2411","representative","simpson",1
"2412","representatives","received",1
"2413","reproduction","television",1
"2414","republican","candidate",1
"2415","republican","commentators",1
"2416","republican","comwas",1
"2417","republican","concerned",1
"2418","republican","congress",1
"2419","republican","congressman",1
"2420","republican","defense",1
"2421","republican","drift",1
"2422","republican","gain",1
"2423","republican","governors",1
"2424","republican","leader",1
"2425","republican","losses",1
"2426","republican","nomination",1
"2427","republican","organizations",1
"2428","republican","platform",1
"2429","republican","pri",1
"2430","republican","senate",1
"2431","republican","share",1
"2432","republican","ticket",1
"2433","republican","workers",1
"2434","republicans","cast",1
"2435","republicans","opposed",1
"2436","republicans","schoeppel",1
"2437","republicans","suggest",1
"2438","requires","liberty",1
"2439","requiring","manual",1
"2440","research","institute",1
"2441","reserve","coupled",1
"2442","residence","requirement",1
"2443","resist","pressures",1
"2444","respect","extended",1
"2445","respected","lawyer",1
"2446","respects","excellent",1
"2447","responsibility","personal",1
"2448","responsibility","requires",1
"2449","responsibility","rests",1
"2450","responsible","leader",1
"2451","responsible","officials",1
"2452","responsible","people",1
"2453","responsible","reporter",1
"2454","rest","reasonable",1
"2455","result","ac",1
"2456","retired","employes",1
"2457","retirement","age",1
"2458","retirement","gop",1
"2459","revolutionary","change",1
"2460","rhode","island",1
"2461","rich","people",1
"2462","richard","la",1
"2463","richard","wilson",1
"2464","riotous","time",1
"2465","rival","claims",1
"2466","rivals","prowling",1
"2467","rogressive","taxation",1
"2468","roll","call",1
"2469","roman","catholic",1
"2470","roosevelt","administration",1
"2471","roosevelt","scoffed",1
"2472","roosevelt’s","comment",1
"2473","roscoe","drummond",1
"2474","round","employees",1
"2475","round","managers",1
"2476","roving","experts",1
"2477","rupt","election",1
"2478","rural","districts",1
"2479","russian","economic",1
"2480","russian","leaders",1
"2481","russian","power",1
"2482","s.c","news",1
"2483","s.m","brownell",1
"2484","sacred","public",1
"2485","sad","satisfaction",1
"2486","sadlak","plan",1
"2487","safely","labor",1
"2488","san","diego",1
"2489","san","joaquin",1
"2490","san","juan",1
"2491","san","timonious",1
"2492","sanders","book",1
"2493","sanders","discusses",1
"2494","sanders","opinions",1
"2495","sational","announcement",1
"2496","saved","olson",1
"2497","savings","insurance",1
"2498","scant","margin",1
"2499","scanty","list",1
"2500","scap","required",1
"2501","scc","occas",1
"2502","scheduled","reduction",1
"2503","scheduled","wait",1
"2504","schoeppel","chairman",1
"2505","schoeppel","cites",1
"2506","schoeppel","margaret",1
"2507","schoeppel","simpson",1
"2508","school","classrooms",1
"2509","school","professor",1
"2510","school","property",1
"2511","schroeder","national",1
"2512","science","appeared",1
"2513","scientific","determination",1
"2514","scientific","determinism",1
"2515","scientist","differs",1
"2516","scorn","delights",1
"2517","scotland","fraud",1
"2518","sea","reprints",1
"2519","secretary","marion",1
"2520","secretary","seaton",1
"2521","security","act",1
"2522","security","benefits",1
"2523","security","insurance",1
"2524","security","oasi",1
"2525","security","system",1
"2526","seek","guidance",1
"2527","seeking","congressional",1
"2528","seeks","equality",1
"2529","selected","beneficiaries",1
"2530","selecting","people",1
"2531","sen","burton",1
"2532","sen","harry",1
"2533","sen","joseph",1
"2534","senate","party",1
"2535","senate","roll",1
"2536","senate","seats",1
"2537","senator","brooks",1
"2538","senator","kennedy",1
"2539","senator","neuberger",1
"2540","senator","reed",1
"2541","senator","taft",1
"2542","senator","welker",1
"2543","senator's","cronies",1
"2544","senatorial","election",1
"2545","senators","governors",1
"2546","senators","kennedy",1
"2547","senators","schoeppel",1
"2548","sensational","announcement",1
"2549","sentee","ballots",1
"2550","sentiments","free",1
"2551","separate","piece",1
"2552","september","ective",1
"2553","servative","candidate",1
"2554","service","close",1
"2555","service","indispensable",1
"2556","service","wright",1
"2557","settled","rule",1
"2558","seymour","resulted",1
"2559","shaky","alliances",1
"2560","shape","politics",1
"2561","share","industry",1
"2562","sharply","distinguished",1
"2563","sheer","physical",1
"2564","sheet","music",1
"2565","shift","managers",1
"2566","shifting","public",1
"2567","shining","sons",1
"2568","shop","stewards",1
"2569","short","congress",1
"2570","sick","joe",1
"2571","significant","military",1
"2572","simply","offering",1
"2573","simpson","researches",1
"2574","sinclair","weeks",1
"2575","sinclairites","single",1
"2576","single","election",1
"2577","single","referendum",1
"2578","single","taxers",1
"2579","sionally","trained",1
"2580","sir","david",1
"2581","sister","ship",1
"2582","sixteen","repetitions",1
"2583","size","towns",1
"2584","skilled","engineer",1
"2585","skilled","political",1
"2586","skillful","organization",1
"2587","slavish","adherence",1
"2588","slichter's","generality",1
"2589","slight","indication",1
"2590","slighted","lected",1
"2591","slightly","inaccurate",1
"2592","slightly","misrepresented",1
"2593","smalls","driving",1
"2594","smarter","henrys",1
"2595","sober","gentle",1
"2596","social","class",1
"2597","social","distinction",1
"2598","social","functions",1
"2599","social","reform",1
"2600","social","service",1
"2601","social","system",1
"2602","social","unrest",1
"2603","social","unsound",1
"2604","socialist","labor",1
"2605","sociological","imagination",1
"2606","soft","pervious",1
"2607","sole","appeal",1
"2608","sole","function",1
"2609","sole","motive",1
"2610","solemn","duty",1
"2611","solid","republican",1
"2612","solidly","conserva",1
"2613","solidly","conservative",1
"2614","solidly","democratic",1
"2615","sought","protection",1
"2616","south","democratic",1
"2617","southeast","asia",1
"2618","southeastern","asia",1
"2619","southern","newspapers",1
"2620","southern","senators",1
"2621","sovereign","power",1
"2622","soviet","boast",1
"2623","soviet","rus",1
"2624","space","administration",1
"2625","space","shortly",1
"2626","space","suggesting",1
"2627","sparsely","settled",1
"2628","speaker","joe",1
"2629","specialists","pon",1
"2630","specialists","pondered",1
"2631","specially","selected",1
"2632","specific","denials",1
"2633","specific","function",1
"2634","specific","issues",1
"2635","specific","material",1
"2636","specific","plan",1
"2637","specific","plans",1
"2638","speech","adlai",1
"2639","speech","question",1
"2640","speeches","shakes",1
"2641","spending","increases",1
"2642","spending","items",1
"2643","spending","votes",1
"2644","spiritedprimary","contest",1
"2645","splendid","job",1
"2646","spot","check",1
"2647","stability","productivity",1
"2648","stabilizing","reform",1
"2649","stand","auto",1
"2650","stand","automatic",1
"2651","standard","comment",1
"2652","standard","oil",1
"2653","stark","poverty",1
"2654","stassen","gaffe",1
"2655","stassen","sen",1
"2656","statesmen","importance",1
"2657","state’s","province",1
"2658","statistical","agency",1
"2659","statistical","tables",1
"2660","steel","col",1
"2661","steel","collecting",1
"2662","steep","progression",1
"2663","step","forward",1
"2664","stevenson","called",1
"2665","stevenson","campaigning",1
"2666","stevenson","implies",1
"2667","stevenson","received",1
"2668","stifling","regimentation",1
"2669","stil","time",1
"2670","story","isn’t",1
"2671","story","widely",1
"2672","strained","resources",1
"2673","strange","surroundings",1
"2674","strategy","governor",1
"2675","straw","votes",1
"2676","street","looked",1
"2677","strength","borrowed",1
"2678","stress","conant",1
"2679","stretches","miles",1
"2680","strident","minority",1
"2681","strong","call",1
"2682","strong","exceptions",1
"2683","strong","feeling",1
"2684","strong","investigator",1
"2685","strong","labor",1
"2686","strong","national",1
"2687","strong","organizations",1
"2688","strong","personal",1
"2689","strong","pollsters",1
"2690","stronger","appointment",1
"2691","strongly","unionized",1
"2692","structure","writers",1
"2693","students","desires",1
"2694","study","invaluable",1
"2695","study","promote",1
"2696","stuff","grew",1
"2697","subdued","pride",1
"2698","subject","listed",1
"2699","submarine","officer",1
"2700","subsequently","senator",1
"2701","subsidized","federal",1
"2702","substantial","reason",1
"2703","subtle","pressure",1
"2704","subversive","influences",1
"2705","succeed","knowland",1
"2706","succeeding","generation",1
"2707","succeeding","presi",1
"2708","success","leading",1
"2709","successfully","met",1
"2710","suffering","taxpayer",1
"2711","sufficiently","wise",1
"2712","suggesting","reforms",1
"2713","suggests","annual",1
"2714","sums","collected",1
"2715","supby","conservative",1
"2716","super","leaders",1
"2717","superlative","instrument",1
"2718","support","registered",1
"2719","support","score",1
"2720","support","upstate",1
"2721","surplus","headache",1
"2722","surpriswrote","roscoe",1
"2723","surtax","exemption",1
"2724","surtax","rates",1
"2725","system","carry",1
"2726","system","november",1
"2727","tables","borrowed",1
"2728","takes","close",1
"2729","takes","time",1
"2730","tammany","tweed",1
"2731","tapped","tax",1
"2732","taught","determinism",1
"2733","tax","adjustments",1
"2734","tax","antoni",1
"2735","tax","deductions",1
"2736","tax","exempt",1
"2737","tax","exempticns",1
"2738","tax","involves",1
"2739","tax","plan",1
"2740","tax","policy",1
"2741","tax","reduction",1
"2742","tax","sources",1
"2743","tax","structure",1
"2744","taxable","income",1
"2745","taxation","notably",1
"2746","taxes","discourage",1
"2747","taxes","false",1
"2748","taxes","october",1
"2749","taxing","powers",1
"2750","taxpayers","gains",1
"2751","teacher","shortage",1
"2752","teachers","offer",1
"2753","teachers","salaries",1
"2754","technical","personnel",1
"2755","technical","workers",1
"2756","technological","progress",1
"2757","television","set",1
"2758","temperature","prevailed",1
"2759","tered","voters",1
"2760","terrifying","examples",1
"2761","tested","social",1
"2762","texaf","law",1
"2763","texas","democrats",1
"2764","text","unrelated",1
"2765","thei","election",1
"2766","ther","err",1
"2767","thi","casts",1
"2768","thinking","congressman",1
"2769","thirteenth","term",1
"2770","thousand","illiterates",1
"2771","threat","june",1
"2772","throop","smith",1
"2773","tial","candidates",1
"2774","ticket","byrd",1
"2775","tidal","patterns",1
"2776","ties","halted",1
"2777","timate","bruised",1
"2778","time","congress",1
"2779","time","proved",1
"2780","time","tested",1
"2781","time","voted",1
"2782","time","voting",1
"2783","times","permitted",1
"2784","timonious","newspaper",1
"2785","tiny","percentage",1
"2786","tion","day",1
"2787","tion","ers",1
"2788","title","fragile",1
"2789","tive","candidate",1
"2790","tive","departments",1
"2791","tively","reveal",1
"2792","tokyo’s","governor",1
"2793","tolerance","understanding",1
"2794","tone","poem",1
"2795","tonic","effect",1
"2796","top","level",1
"2797","top","republicans",1
"2798","total","individual",1
"2799","total","majority",1
"2800","total","paid",1
"2801","total","roll",1
"2802","town","newspapers",1
"2803","towns","cities",1
"2804","trade","organization",1
"2805","trade","union",1
"2806","train","rest",1
"2807","trano","surely",1
"2808","transformed","horned",1
"2809","trillion","dollars",1
"2810","triumphant","powerful",1
"2811","troubled","relations",1
"2812","true","masters",1
"2813","truman","administrations",1
"2814","truman","carried",1
"2815","truman’s","million",1
"2816","trust","receive",1
"2817","turbulent","sea",1
"2818","tweed","ring",1
"2819","twelfth","california",1
"2820","twelfth","district",1
"2821","twin","offices",1
"2822","u.s","commissioner",1
"2823","u.s","registered",1
"2824","ukrainian","vil",1
"2825","ukrainian","village",1
"2826","ultimate","decision",1
"2827","ultimate","reaction",1
"2828","ultimate","transformation",1
"2829","ultimately","relies",1
"2830","unbroken","tenure",1
"2831","uncommitted","nations",1
"2832","uncommon","responsi",1
"2833","underlying","pathology",1
"2834","understandable","differences",1
"2835","undertake","critical",1
"2836","undivided","responsibility",1
"2837","uneven","contest",1
"2838","unfair","noted",1
"2839","unfavorable","light",1
"2840","unflattering","terms",1
"2841","uninspiring","candidate",1
"2842","union","council",1
"2843","union","funds",1
"2844","union","leaders",1
"2845","union","nore",1
"2846","union","politics",1
"2847","union","tion",1
"2848","unions","twenty",1
"2849","unique","conditions",1
"2850","unit","larger",1
"2851","united","nations",1
"2852","united","political",1
"2853","university","inaugural",1
"2854","unjust","alike",1
"2855","unmistakable","hesitation",1
"2856","unparalleled","opportunity",1
"2857","unprecedented","feat",1
"2858","unpremeditated","war",1
"2859","unproductive","disposition",1
"2860","unquestioned","manufacturing",1
"2861","unremitting","discipline",1
"2862","unsaved","independent",1
"2863","unskilled","industrial",1
"2864","unusual","sense",1
"2865","unwarranted","invasion",1
"2866","upper","house",1
"2867","upstate","republican",1
"2868","ur","job",1
"2869","urban","registration.rules",1
"2870","urban","suburban",1
"2871","usefully","employing",1
"2872","utmost","energies",1
"2873","utter","detachment",1
"2874","vacations","means",1
"2875","valid","reason",1
"2876","valid","vote",1
"2877","van","published",1
"2878","variety","running",1
"2879","vast","borrowing",1
"2880","vast","importance",1
"2881","vast","southeastern",1
"2882","vast","sums",1
"2883","vastly","bigger",1
"2884","venerable","beauty",1
"2885","venerated","teachers",1
"2886","vice","chairof",1
"2887","vice","presidential",1
"2888","victory","enjoy",1
"2889","viet","boast",1
"2890","vigorous","prosecuted",1
"2891","vindictive","attacks",1
"2892","violently","opposed",1
"2893","vip","overlooked",1
"2894","virtually","disappeared",1
"2895","virulent","litical",1
"2896","vision","december",1
"2897","vision","radio",1
"2898","visited","california",1
"2899","visited","naval",1
"2900","vital","issue",1
"2901","vital","matter",1
"2902","voluntary","associations",1
"2903","voluntary","organization",1
"2904","volunteer","workers",1
"2905","vote","cast",1
"2906","vote","dropped",1
"2907","vote","favored",1
"2908","vote","identify",1
"2909","vote","strategy",1
"2910","voted","democratic",1
"2911","voted","favorably",1
"2912","voters","decide",1
"2913","voters","failed",1
"2914","voters","poliis",1
"2915","votes","ahead",1
"2916","votes","mellsop",1
"2917","votes","polls",1
"2918","votes","putting",1
"2919","voting","districts",1
"2920","voting","qualifications",1
"2921","voting","records",1
"2922","voting","requirements",1
"2923","voting","rights",1
"2924","w.j","waring",1
"2925","wages","compared",1
"2926","wait","stevenson",1
"2927","war","annihilation",1
"2928","war","assured",1
"2929","war","bonds",1
"2930","war","captures",1
"2931","war","ii",1
"2932","war","tossing",1
"2933","war's","earlier",1
"2934","warren","harding",1
"2935","warren","nixon",1
"2936","warwick","leamington",1
"2937","washington","correspondents",1
"2938","washington","d.c",1
"2939","washington","freeman",1
"2940","waste","money",1
"2941","watch","slowly",1
"2942","wayne","farnsworth",1
"2943","wealth","political",1
"2944","weight","attached",1
"2945","welfare","elections",1
"2946","welfare","setup",1
"2947","west","circumstances",1
"2948","west","slight",1
"2949","western","kahsas",1
"2950","western","moral",1
"2951","whenhe","makes",1
"2952","wholeheartedly","tions",1
"2953","wholesale","corruption",1
"2954","wide","discussion",1
"2955","wide","diver",1
"2956","widely","acquainted",1
"2957","widely","published",1
"2958","widely","reported",1
"2959","widely","separated",1
"2960","widely","spread",1
"2961","wife","suggested",1
"2962","wife","tightening",1
"2963","william","burke",1
"2964","willkie","rep",1
"2965","willkie’s","influence",1
"2966","wilson","broke",1
"2967","wilson","disfranchised",1
"2968","wilson","doctrine",1
"2969","wilson","incapacity",1
"2970","witness","vannevar",1
"2971","wonderful","instruments",1
"2972","won’t","tells",1
"2973","woodrow","wilson",1
"2974","word","leadership",1
"2975","words","deep",1
"2976","workable","formula",1
"2977","worker","con",1
"2978","workers","call",1
"2979","workers","carry",1
"2980","workers","ighim",1
"2981","world","america’s",1
"2982","world","december",1
"2983","world","eisenhower’s",1
"2984","world","events",1
"2985","world","insulated",1
"2986","world","market",1
"2987","world","war",1
"2988","worn","figure",1
"2989","wpb","representative",1
"2990","wright","observes",1
"2991","wright's","criticism",1
"2992","wrong","insurance",1
"2993","wuhart","history",1
"2994","year’s","residence",1
"2995","york","kansas",1
"2996","york","times",1
"2997","york","tribune",1
"2998","zealots","radical",1
